record_id,Vehicle_ID,vehicle_model,fuel_type,transmission_type,engine_size,owner_type,vehicle_age,vehicle_age_group,mileage,odometer_reading,average_annual_mileage,vehicle_usage_category,high_mileage_flag,last_service_date,warranty_expiry_date,days_since_last_service,warranty_status,warranty_remaining_days,service_delay_indicator,service_history,maintenance_frequency,maintenance_history,maintenance_history_score,tire_condition,tire_condition_score,tire_wear_risk,brake_condition,brake_condition_score,brake_wear_risk,battery_status,battery_status_score,engine_stress_ratio,engine_stress_level,reported_issues,accident_history,insurance_premium,fuel_efficiency,vehicle_health_score,vehicle_risk_score,maintenance_priority,predicted_failure_risk,need_maintenance
MREC025408,VEH0006,Bus,Diesel,Manual,1500,Third,8,Aging (6-8 yrs),77927,121878,15234.8,Medium,1,2023-08-11,2025-11-01,201,Active,612,1,9,1.12,Average,1,Good,1,57.8,Worn Out,0,82.9,Good,1,10.16,Medium,0,0,19608,18.7911408,47.5,45.0,Medium,48.0,1
MREC025409,VEH0088,Motorcycle,Petrol,Manual,2000,Second,6,Aging (6-8 yrs),60402,83752,13958.7,Medium,0,2023-06-21,2025-05-19,252,Active,446,1,1,0.17,Good,2,New,2,13.9,Worn Out,0,91.1,Weak,0,6.98,Medium,4,3,12103,13.94619973,44.0,61.7,Medium,59.4,1
MREC025410,VEH0116,SUV,Petrol,Manual,1500,First,8,Aging (6-8 yrs),68624,90937,11367.1,Medium,0,2023-12-18,2025-02-10,72,Active,348,0,6,0.75,Poor,0,Good,1,52.6,Good,1,49.9,Weak,0,7.58,Medium,4,1,18547,15.48257916,26.5,47.8,Medium,58.1,1
MREC025411,VEH0069,Motorcycle,Diesel,Automatic,2500,First,8,Aging (6-8 yrs),48490,74783,9347.9,Medium,0,2023-11-06,2024-10-23,114,Active,238,0,8,1.0,Poor,0,Good,1,49.9,Good,1,43.2,Weak,0,3.74,Low,1,0,9982,17.9589347,38.5,41.7,Medium,49.6,1
MREC025412,VEH0107,SUV,Electric,Automatic,2000,First,5,Mid-Life (3-5 yrs),65607,70840,14168.0,Medium,0,2023-06-11,2025-05-16,262,Active,443,1,8,1.6,Average,1,Worn Out,0,86.7,Good,1,51.6,Weak,0,7.08,Medium,1,2,15739,14.32783398,38.5,57.7,Medium,59.2,1
MREC025413,VEH0026,Bus,Petrol,Manual,1500,Third,6,Aging (6-8 yrs),52061,100295,16715.8,Medium,0,2023-11-13,2024-06-17,107,Active,110,0,2,0.33,Poor,0,Good,1,54.2,Good,1,46.7,New,2,11.14,Medium,2,0,12985,13.29522029,49.5,34.0,Low,40.6,1
MREC025414,VEH0035,Car,Diesel,Manual,1500,First,10,Old (9+ yrs),60417,129997,12999.7,Medium,1,2023-04-12,2024-08-25,322,Active,179,1,5,0.5,Average,1,Worn Out,0,96.6,Good,1,50.7,New,2,8.67,Medium,1,0,20700,19.92577358,53.5,55.3,Medium,51.8,0
MREC025415,VEH0067,Motorcycle,Diesel,Automatic,2000,Third,10,Old (9+ yrs),48700,68118,6811.8,Low,0,2023-06-01,2024-12-02,272,Active,278,1,7,0.7,Average,1,Good,1,48.8,Worn Out,0,80.1,New,2,3.41,Low,4,1,5687,12.44321386,39.0,61.6,Medium,61.4,1
MREC025416,VEH0056,Car,Petrol,Manual,1500,Second,7,Aging (6-8 yrs),30829,94250,13464.3,Medium,0,2023-09-24,2025-07-31,157,Active,519,0,6,0.86,Poor,0,Worn Out,0,90.6,New,2,17.0,Weak,0,8.98,Medium,0,1,15122,13.00167949,45.0,46.0,Medium,49.6,1
MREC025417,VEH0160,Van,Diesel,Manual,2500,Third,4,Mid-Life (3-5 yrs),73155,27825,6956.2,Low,0,2023-11-21,2026-03-06,99,Active,737,0,3,0.75,Good,2,Worn Out,0,79.5,New,2,8.0,Good,1,2.78,Low,4,1,13073,11.56117731,56.5,32.6,Low,37.0,1
MREC025418,VEH0037,Car,Diesel,Automatic,2000,Third,9,Old (9+ yrs),73257,87040,9671.1,Medium,0,2023-11-29,2025-11-27,91,Active,638,0,8,0.89,Poor,0,Good,1,51.9,New,2,20.4,New,2,4.84,Low,2,2,25851,12.54360095,62.0,43.4,Medium,41.2,1
MREC025419,VEH0044,Car,Electric,Manual,1000,Second,4,Mid-Life (3-5 yrs),67555,132108,33027.0,High,1,2023-05-01,2025-06-16,303,Active,474,1,8,2.0,Poor,0,Worn Out,0,97.0,Worn Out,0,84.3,Good,1,33.03,High,0,0,11600,16.86414854,27.5,53.0,Medium,60.8,1
MREC025420,VEH0081,Motorcycle,Petrol,Automatic,800,Second,6,Aging (6-8 yrs),30213,127858,21309.7,High,1,2023-06-26,2024-12-27,247,Active,303,1,10,1.67,Average,1,Good,1,58.8,Good,1,54.8,New,2,26.64,High,3,1,18669,18.37017737,55.5,47.3,Medium,46.2,1
MREC025421,VEH0069,Motorcycle,Diesel,Manual,2500,First,2,New (0-2 yrs),30693,62332,31166.0,High,0,2023-04-10,2025-10-08,324,Active,588,1,9,4.5,Poor,0,New,2,10.3,New,2,8.2,Good,1,12.47,Medium,2,0,22995,15.50508196,64.5,38.3,Low,37.2,1
MREC025422,VEH0169,Van,Electric,Manual,2500,Third,3,Mid-Life (3-5 yrs),67643,69265,23088.3,High,0,2023-11-14,2025-05-12,106,Active,439,0,7,2.33,Average,1,Worn Out,0,86.4,Good,1,42.5,New,2,9.24,Medium,1,0,29912,18.20679659,53.5,27.5,Low,35.1,0
MREC025423,VEH0171,Van,Petrol,Automatic,800,First,8,Aging (6-8 yrs),46538,54197,6774.6,Low,0,2023-09-20,2026-03-19,161,Active,750,0,5,0.62,Good,2,Worn Out,0,83.9,Worn Out,0,73.8,Good,1,8.47,Medium,4,0,14001,16.07318905,31.5,47.7,Medium,56.0,1
MREC025424,VEH0051,Car,Petrol,Manual,800,Second,8,Aging (6-8 yrs),36905,3571,446.4,Low,0,2023-11-07,2025-10-10,113,Active,590,0,7,0.88,Average,1,New,2,0.4,Good,1,33.7,Good,1,0.56,Low,1,0,10778,17.01411878,66.0,32.0,Low,32.8,0
MREC025425,VEH0127,Truck,Diesel,Automatic,2000,First,8,Aging (6-8 yrs),64637,129996,16249.5,Medium,1,2023-07-03,2024-06-01,240,Active,94,1,3,0.38,Poor,0,Worn Out,0,96.6,Good,1,59.6,New,2,8.12,Medium,0,2,17566,13.27250857,47.5,58.0,Medium,55.8,0
MREC025426,VEH0156,Van,Diesel,Manual,1500,Second,7,Aging (6-8 yrs),64185,116044,16577.7,Medium,1,2023-09-26,2025-08-17,155,Active,536,0,8,1.14,Poor,0,Good,1,56.8,Good,1,53.2,Weak,0,11.05,Medium,2,1,17571,18.55912585,34.5,49.5,Medium,55.9,1
MREC025427,VEH0111,SUV,Petrol,Manual,800,Second,5,Mid-Life (3-5 yrs),31574,95642,19128.4,Medium,0,2024-02-12,2025-08-02,16,Active,521,0,8,1.6,Good,2,Worn Out,0,90.9,Worn Out,0,83.8,Weak,0,23.91,High,3,1,12369,14.79726957,28.0,38.1,Low,51.7,1
MREC025428,VEH0070,Motorcycle,Diesel,Manual,2500,Third,3,Mid-Life (3-5 yrs),41812,80899,26966.3,High,0,2024-01-07,2024-08-31,52,Active,185,0,7,2.33,Poor,0,New,2,13.4,New,2,10.7,Good,1,10.79,Medium,4,0,9888,19.60566208,56.5,22.4,Low,30.8,1
MREC025429,VEH0070,Motorcycle,Diesel,Manual,2500,Second,8,Aging (6-8 yrs),43686,115780,14472.5,Medium,1,2023-05-05,2024-10-03,299,Active,218,1,7,0.88,Average,1,Worn Out,0,94.2,Good,1,62.1,Weak,0,5.79,Low,3,3,21010,17.65697962,30.5,73.3,High,71.8,1
MREC025430,VEH0169,Van,Electric,Manual,2500,First,10,Old (9+ yrs),54725,12493,1249.3,Low,0,2023-10-25,2025-12-18,126,Active,659,0,3,0.3,Average,1,Good,1,39.4,New,2,1.5,Weak,0,0.5,Low,0,0,17606,15.23986286,65.0,36.6,Low,36.0,1
MREC025431,VEH0093,SUV,Diesel,Manual,1000,Second,6,Aging (6-8 yrs),33973,20246,3374.3,Low,0,2023-07-24,2026-03-05,219,Active,736,1,1,0.17,Poor,0,New,2,3.2,Worn Out,0,73.7,New,2,3.37,Low,4,1,23525,18.99573375,39.0,51.0,Medium,55.0,1
MREC025432,VEH0127,Truck,Diesel,Automatic,2000,Third,5,Mid-Life (3-5 yrs),77304,31699,6339.8,Low,0,2023-06-16,2024-06-01,257,Active,94,1,9,1.8,Good,2,Worn Out,0,80.2,Good,1,41.9,New,2,3.17,Low,4,1,13454,14.17910029,51.5,47.8,Medium,48.1,1
MREC025433,VEH0051,Car,Petrol,Manual,800,Third,7,Aging (6-8 yrs),73736,145174,20739.1,High,1,2023-03-31,2026-03-21,334,Active,752,1,2,0.29,Average,1,Worn Out,0,99.2,Good,1,61.6,Good,1,25.92,High,4,2,14208,15.1840766,34.0,68.0,High,67.2,1
MREC025434,VEH0146,Truck,Petrol,Automatic,1500,Second,1,New (0-2 yrs),41918,86891,86891.0,High,0,2023-12-19,2025-05-12,71,Active,439,0,5,5.0,Average,1,Good,1,51.9,Worn Out,0,87.1,New,2,57.93,High,4,2,9756,18.39690932,39.0,36.7,Low,46.4,1
MREC025435,VEH0014,Bus,Electric,Automatic,1000,Second,8,Aging (6-8 yrs),61909,77528,9691.0,Medium,0,2023-10-19,2024-09-30,132,Active,215,0,7,0.88,Good,2,New,2,12.8,Worn Out,0,81.4,Weak,0,9.69,Medium,3,1,8604,12.353897,48.0,44.7,Medium,47.6,1
MREC025436,VEH0010,Bus,Diesel,Automatic,2500,Second,5,Mid-Life (3-5 yrs),38105,148933,29786.6,High,1,2023-10-12,2024-05-13,139,Active,75,0,10,2.0,Good,2,Good,1,62.3,Worn Out,0,86.5,Weak,0,11.91,Medium,4,0,16843,13.10735827,34.0,40.1,Medium,50.5,1
MREC025437,VEH0085,Motorcycle,Petrol,Manual,1500,First,5,Mid-Life (3-5 yrs),70106,45954,9190.8,Low,0,2023-04-08,2024-12-28,326,Active,304,1,6,1.2,Average,1,Worn Out,0,82.5,Worn Out,0,86.1,New,2,6.13,Medium,4,3,28797,13.31654345,29.0,70.8,High,70.9,1
MREC025438,VEH0128,Truck,Diesel,Manual,2000,Second,2,New (0-2 yrs),40815,66604,33302.0,High,0,2023-05-13,2024-11-13,291,Active,259,1,5,2.5,Good,2,New,2,11.0,Good,1,46.6,New,2,16.65,High,1,1,29513,10.80062732,83.5,34.2,Low,27.1,0
MREC025439,VEH0056,Car,Petrol,Manual,1500,First,7,Aging (6-8 yrs),45392,123443,17634.7,Medium,1,2023-12-20,2025-12-27,70,Active,668,0,8,1.14,Average,1,Good,1,58.0,Good,1,54.2,Weak,0,11.76,Medium,1,1,18649,18.09071824,48.5,38.2,Low,43.5,1
MREC025440,VEH0129,Truck,Diesel,Manual,2500,Third,10,Old (9+ yrs),65032,20866,2086.6,Low,0,2023-09-27,2026-03-11,154,Active,742,0,8,0.8,Good,2,Good,1,40.8,Good,1,44.9,New,2,0.83,Low,4,2,27803,11.33635713,61.5,50.0,Medium,45.4,1
MREC025441,VEH0100,SUV,Diesel,Automatic,2500,Second,4,Mid-Life (3-5 yrs),51650,134256,33564.0,High,1,2024-01-25,2025-07-25,34,Active,513,0,7,1.75,Good,2,Good,1,59.8,Good,1,55.7,Weak,0,13.43,Medium,0,1,25287,14.07238531,62.5,25.6,Low,30.4,1
MREC025442,VEH0015,Bus,Electric,Manual,1500,Second,10,Old (9+ yrs),70202,33013,3301.3,Low,0,2023-06-09,2024-06-02,264,Active,95,1,10,1.0,Poor,0,Worn Out,0,80.4,Worn Out,0,79.9,Weak,0,2.2,Low,0,2,6863,19.80812551,20.0,72.7,High,75.6,1
MREC025443,VEH0030,Bus,Petrol,Automatic,2500,Second,3,Mid-Life (3-5 yrs),31864,113358,37786.0,High,1,2023-05-18,2025-11-27,286,Active,638,1,3,1.0,Average,1,Good,1,56.3,New,2,28.4,Weak,0,15.11,High,5,3,5179,16.49281129,45.0,58.9,Medium,57.3,1
MREC025444,VEH0116,SUV,Petrol,Automatic,1500,First,6,Aging (6-8 yrs),41529,102040,17006.7,Medium,0,2023-11-11,2025-06-04,109,Active,462,0,3,0.5,Poor,0,Good,1,54.4,Good,1,51.3,Good,1,11.34,Medium,5,1,25758,18.67383849,30.0,46.0,Medium,55.6,1
MREC025445,VEH0004,Bus,Diesel,Manual,1000,First,7,Aging (6-8 yrs),33142,137421,19631.6,Medium,1,2023-05-20,2024-11-24,284,Active,270,1,1,0.14,Good,2,Worn Out,0,97.9,New,2,22.8,Weak,0,19.63,High,3,1,11430,11.12640307,53.0,52.6,Medium,50.4,1
MREC025446,VEH0121,Truck,Diesel,Manual,800,Second,10,Old (9+ yrs),45758,129986,12998.6,Medium,1,2023-06-19,2025-08-15,254,Active,534,1,10,1.0,Average,1,Worn Out,0,96.6,Worn Out,0,97.3,Good,1,16.25,High,2,3,19736,17.83371816,29.5,73.6,High,72.4,1
MREC025447,VEH0020,Bus,Electric,Automatic,2500,Third,7,Aging (6-8 yrs),61146,27353,3907.6,Low,0,2023-12-04,2024-05-04,86,Active,66,0,6,0.86,Average,1,New,2,4.4,Worn Out,0,79.1,Weak,0,1.56,Low,1,2,15841,11.1749243,46.0,45.3,Medium,48.8,1
MREC025448,VEH0063,Motorcycle,Diesel,Automatic,1000,Third,9,Old (9+ yrs),79735,147648,16405.3,Medium,1,2023-05-02,2025-02-17,302,Active,355,1,6,0.67,Poor,0,Good,1,62.1,New,2,33.0,New,2,16.41,High,2,3,28632,12.95410182,62.0,64.2,Medium,53.7,1
MREC025449,VEH0172,Van,Petrol,Manual,800,Second,9,Old (9+ yrs),67832,134066,14896.2,Medium,1,2023-04-25,2024-06-23,309,Active,116,1,8,0.89,Average,1,New,2,22.3,Worn Out,0,93.4,Weak,0,18.62,High,5,2,10480,10.55587244,30.0,70.9,High,70.5,1
MREC025450,VEH0145,Truck,Petrol,Manual,1500,Third,3,Mid-Life (3-5 yrs),60192,99155,33051.7,High,0,2023-09-22,2026-03-04,159,Active,735,0,10,3.33,Good,2,New,2,16.5,Good,1,46.5,Good,1,22.03,High,2,0,17219,12.7924288,72.0,25.0,Low,26.2,0
MREC025451,VEH0143,Truck,Petrol,Automatic,1000,Second,8,Aging (6-8 yrs),40655,80727,10090.9,Medium,0,2023-10-14,2024-05-17,137,Active,79,0,2,0.25,Poor,0,Worn Out,0,88.4,New,2,19.6,Weak,0,10.09,Medium,3,2,9973,13.71438913,33.0,55.4,Medium,60.0,1
MREC025452,VEH0160,Van,Diesel,Automatic,2500,First,7,Aging (6-8 yrs),32698,54926,7846.6,Low,0,2023-06-03,2024-09-27,270,Active,212,1,1,0.14,Average,1,New,2,9.0,Good,1,53.9,Good,1,3.14,Low,3,3,17454,12.60345789,58.0,59.9,Medium,52.7,1
MREC025453,VEH0177,Van,Petrol,Manual,2000,Third,10,Old (9+ yrs),60422,69248,6924.8,Low,0,2023-10-10,2025-07-23,141,Active,511,0,3,0.3,Average,1,Good,1,48.9,Good,1,46.9,Weak,0,3.46,Low,1,1,9767,11.02860877,48.5,48.5,Medium,49.7,1
MREC025454,VEH0129,Truck,Diesel,Manual,2500,First,6,Aging (6-8 yrs),73864,75286,12547.7,Medium,0,2023-12-26,2025-01-14,64,Active,321,0,4,0.67,Poor,0,Worn Out,0,87.5,Good,1,47.8,Weak,0,5.02,Low,4,1,21049,12.76411103,16.5,47.3,Medium,61.8,1
MREC025455,VEH0089,Motorcycle,Petrol,Manual,2500,Second,9,Old (9+ yrs),33913,125478,13942.0,Medium,1,2024-01-23,2024-10-09,36,Active,224,0,4,0.44,Poor,0,Worn Out,0,95.9,Worn Out,0,92.3,Good,1,5.58,Low,0,2,13015,14.70616267,27.5,51.4,Medium,59.8,1
MREC025456,VEH0096,SUV,Diesel,Manual,1500,Second,1,New (0-2 yrs),72248,76530,76530.0,High,0,2024-02-23,2026-01-27,5,Active,699,0,10,10.0,Average,1,Good,1,50.2,New,2,10.1,New,2,51.02,High,0,0,26844,14.54954135,80.0,7.4,Low,12.4,0
MREC025457,VEH0064,Motorcycle,Diesel,Manual,1000,Second,9,Old (9+ yrs),41083,149488,16609.8,Medium,1,2023-11-23,2025-07-04,97,Active,492,0,3,0.33,Good,2,New,2,24.9,Worn Out,0,91.1,Weak,0,16.61,High,2,1,23369,11.91214676,52.0,42.4,Medium,44.6,1
MREC025458,VEH0095,SUV,Diesel,Manual,1500,Third,4,Mid-Life (3-5 yrs),40294,87289,21822.2,High,0,2024-01-20,2024-09-08,39,Active,193,0,8,2.0,Good,2,New,2,14.5,Good,1,58.3,New,2,14.55,Medium,5,3,27063,14.46528457,67.5,34.3,Low,33.6,1
MREC025459,VEH0014,Bus,Electric,Automatic,1000,Second,5,Mid-Life (3-5 yrs),41646,9438,1887.6,Low,0,2023-04-10,2025-06-08,324,Active,466,1,4,0.8,Good,2,Worn Out,0,76.4,Good,1,43.4,Weak,0,1.89,Low,2,2,21512,15.2946107,44.5,60.3,Medium,58.4,1
MREC025460,VEH0131,Truck,Electric,Manual,800,Third,5,Mid-Life (3-5 yrs),75942,63317,12663.4,Medium,0,2023-04-13,2024-07-05,321,Active,128,1,1,0.2,Average,1,Worn Out,0,85.4,Good,1,41.7,Good,1,15.83,High,1,0,19159,17.4250426,46.0,49.5,Medium,51.3,0
MREC025461,VEH0176,Van,Petrol,Automatic,1500,Third,3,Mid-Life (3-5 yrs),52007,144173,48057.7,High,1,2023-07-17,2026-03-16,226,Active,747,1,9,3.0,Good,2,New,2,24.0,Good,1,61.5,New,2,32.04,High,1,2,8739,16.89241774,83.5,36.0,Low,28.2,1
MREC025462,VEH0133,Truck,Electric,Automatic,1000,First,5,Mid-Life (3-5 yrs),34458,4086,817.2,Low,0,2023-04-08,2024-07-17,326,Active,140,1,8,1.6,Average,1,Worn Out,0,75.5,Good,1,38.2,Good,1,0.82,Low,2,1,5553,13.15316435,42.0,56.3,Medium,57.0,0
MREC025463,VEH0021,Bus,Petrol,Automatic,800,First,10,Old (9+ yrs),62248,112544,11254.4,Medium,0,2023-11-22,2024-06-27,98,Active,120,0,8,0.8,Average,1,Good,1,56.2,New,2,28.3,New,2,14.07,Medium,5,3,12546,12.90859005,60.0,51.3,Medium,46.8,1
MREC025464,VEH0131,Truck,Electric,Automatic,800,Second,2,New (0-2 yrs),62123,131842,65921.0,High,1,2023-09-06,2025-08-02,175,Active,521,0,5,2.5,Average,1,Good,1,59.4,Worn Out,0,88.7,New,2,82.4,High,1,1,14961,14.79428218,51.0,36.9,Low,41.7,1
MREC025465,VEH0149,Truck,Petrol,Manual,2500,Second,5,Mid-Life (3-5 yrs),47614,54780,10956.0,Medium,0,2023-04-03,2024-12-24,331,Active,300,1,1,0.2,Good,2,New,2,9.0,New,2,11.7,Weak,0,4.38,Low,3,1,29653,19.37157188,73.0,45.8,Medium,38.3,1
MREC025466,VEH0090,Motorcycle,Petrol,Automatic,2500,Second,1,New (0-2 yrs),69253,140170,140170.0,High,1,2023-11-11,2025-05-03,109,Active,430,0,8,8.0,Good,2,New,2,23.4,Good,1,56.5,Weak,0,56.07,High,0,1,17299,18.54361465,72.5,22.7,Low,24.6,1
MREC025467,VEH0104,SUV,Electric,Automatic,1000,Third,3,Mid-Life (3-5 yrs),68075,7391,2463.7,Low,0,2023-10-24,2025-04-21,127,Active,418,0,6,2.0,Poor,0,New,2,1.1,New,2,9.8,Weak,0,2.46,Low,2,2,7418,14.11440952,57.0,37.9,Low,39.9,1
MREC025468,VEH0034,Car,Diesel,Automatic,1000,Third,5,Mid-Life (3-5 yrs),55153,65882,13176.4,Medium,0,2023-04-17,2025-11-26,317,Active,637,1,8,1.6,Average,1,Good,1,48.4,New,2,8.7,Weak,0,13.18,Medium,1,0,19002,12.90949864,61.0,44.0,Medium,42.0,1
MREC025469,VEH0035,Car,Diesel,Manual,1500,Third,2,New (0-2 yrs),30019,19416,9708.0,Medium,0,2023-11-21,2025-05-26,99,Active,453,0,4,2.0,Good,2,Good,1,40.6,Worn Out,0,82.5,Good,1,6.47,Medium,1,3,19806,11.16638673,53.5,40.3,Medium,42.8,1
MREC025470,VEH0177,Van,Petrol,Automatic,2000,Third,4,Mid-Life (3-5 yrs),47667,80027,20006.8,High,0,2023-06-25,2025-12-22,248,Active,663,1,4,1.0,Poor,0,New,2,13.2,New,2,15.0,Good,1,10.0,Medium,2,1,16361,19.53868875,64.5,40.9,Medium,38.7,1
MREC025471,VEH0061,Motorcycle,Diesel,Manual,800,First,6,Aging (6-8 yrs),71781,34572,5762.0,Low,0,2023-12-13,2024-11-20,77,Active,266,0,4,0.67,Poor,0,New,2,5.6,Good,1,37.8,Weak,0,7.2,Medium,2,0,18327,10.22580806,44.5,33.5,Low,42.3,1
MREC025472,VEH0035,Car,Diesel,Automatic,1500,Third,10,Old (9+ yrs),44188,49998,4999.8,Low,0,2023-12-12,2024-06-17,78,Active,110,0,5,0.5,Poor,0,Worn Out,0,83.2,New,2,15.5,New,2,3.33,Low,0,2,20490,11.77516346,60.0,44.8,Medium,42.9,0
MREC025473,VEH0137,Truck,Electric,Automatic,2000,First,2,New (0-2 yrs),69178,49225,24612.5,High,0,2023-12-07,2025-10-15,83,Active,595,0,7,3.5,Poor,0,Good,1,45.6,Worn Out,0,73.2,Weak,0,12.31,Medium,3,0,6001,13.95811837,18.0,36.6,Low,54.8,1
MREC025474,VEH0063,Motorcycle,Diesel,Automatic,1000,Third,6,Aging (6-8 yrs),38399,81594,13599.0,Medium,0,2023-07-12,2025-07-25,231,Active,513,1,8,1.33,Good,2,Worn Out,0,88.5,Good,1,57.5,Good,1,13.6,Medium,2,3,10960,14.87823509,52.0,57.4,Medium,53.6,1
MREC025475,VEH0029,Bus,Petrol,Automatic,2500,Third,7,Aging (6-8 yrs),72445,43490,6212.9,Low,0,2023-07-29,2025-10-03,214,Active,583,1,8,1.14,Poor,0,Good,1,44.6,New,2,10.1,New,2,2.49,Low,4,1,26352,12.34843299,54.0,47.1,Medium,46.7,1
MREC025476,VEH0026,Bus,Petrol,Manual,1500,First,10,Old (9+ yrs),71828,6885,688.5,Low,0,2023-06-17,2024-09-28,256,Active,213,1,9,0.9,Average,1,New,2,1.0,New,2,0.8,Good,1,0.46,Low,0,0,18082,16.40762471,82.5,40.2,Medium,31.1,0
MREC025477,VEH0035,Car,Diesel,Manual,1500,First,4,Mid-Life (3-5 yrs),53814,74407,18601.8,Medium,0,2023-12-16,2024-06-25,74,Active,118,0,4,1.0,Poor,0,Worn Out,0,87.3,Good,1,47.6,Good,1,12.4,Medium,3,1,22612,18.3164582,28.0,40.7,Medium,53.2,1
MREC025478,VEH0116,SUV,Petrol,Automatic,1500,Third,9,Old (9+ yrs),43736,133306,14811.8,Medium,1,2023-04-19,2025-07-19,315,Active,507,1,7,0.78,Poor,0,Worn Out,0,97.2,New,2,22.2,Good,1,9.87,Medium,4,1,7946,13.346333,36.5,64.1,Medium,63.9,1
MREC025479,VEH0040,Car,Diesel,Manual,2500,Second,10,Old (9+ yrs),45290,35850,3585.0,Low,0,2023-11-06,2024-08-20,114,Active,174,0,8,0.8,Good,2,New,2,5.8,Good,1,42.5,Weak,0,1.43,Low,0,1,28831,15.7813453,72.5,38.1,Low,33.9,1
MREC025480,VEH0152,Van,Diesel,Manual,800,Third,3,Mid-Life (3-5 yrs),77684,88976,29658.7,High,0,2023-11-01,2025-06-15,119,Active,473,0,8,2.67,Good,2,Good,1,52.2,Worn Out,0,87.4,Good,1,37.07,High,0,2,16799,16.66633173,57.5,37.1,Low,39.3,1
MREC025481,VEH0005,Bus,Diesel,Manual,1500,Second,1,New (0-2 yrs),64929,28418,28418.0,High,0,2024-01-02,2025-03-23,57,Active,389,0,4,4.0,Good,2,New,2,4.6,Good,1,50.4,Good,1,18.95,High,1,3,12947,11.50938684,76.0,27.6,Low,26.2,0
MREC025482,VEH0114,SUV,Petrol,Manual,1000,First,9,Old (9+ yrs),57886,117226,13025.1,Medium,1,2023-06-16,2025-10-17,257,Active,597,1,7,0.78,Good,2,New,2,19.5,New,2,24.5,New,2,13.03,Medium,5,2,14210,10.68542613,80.0,49.5,Medium,37.7,1
MREC025483,VEH0041,Car,Electric,Manual,800,Third,7,Aging (6-8 yrs),43274,106142,15163.1,Medium,0,2024-01-14,2025-10-28,45,Active,608,0,5,0.71,Average,1,Worn Out,0,92.6,Good,1,60.8,Weak,0,18.95,High,4,3,5160,15.57980153,26.5,54.1,Medium,61.9,1
MREC025484,VEH0133,Truck,Electric,Manual,1000,First,5,Mid-Life (3-5 yrs),74170,67537,13507.4,Medium,0,2024-02-04,2024-09-13,24,Active,198,0,3,0.6,Average,1,New,2,11.2,New,2,8.9,Weak,0,13.51,Medium,3,0,12824,17.56123993,63.0,21.4,Low,27.6,1
MREC025485,VEH0073,Motorcycle,Electric,Automatic,1000,Second,5,Mid-Life (3-5 yrs),44071,58073,11614.6,Medium,0,2023-12-12,2026-03-12,78,Active,743,0,6,1.2,Average,1,Good,1,47.1,New,2,21.0,New,2,11.61,Medium,2,3,6340,13.73569193,72.0,37.3,Low,33.6,0
MREC025486,VEH0046,Car,Electric,Manual,1500,Third,4,Mid-Life (3-5 yrs),39620,114534,28633.5,High,1,2023-04-17,2025-01-25,317,Active,332,1,2,0.5,Average,1,Worn Out,0,94.0,Good,1,48.6,New,2,19.09,High,1,0,16494,16.71275946,53.5,44.9,Medium,45.5,0
MREC025487,VEH0150,Truck,Petrol,Automatic,2500,First,8,Aging (6-8 yrs),68310,27491,3436.4,Low,0,2023-04-03,2025-10-26,331,Active,606,1,7,0.88,Good,2,Good,1,41.9,New,2,16.9,New,2,1.37,Low,3,3,16914,16.34866941,78.0,59.1,Medium,44.3,0
MREC025488,VEH0068,Motorcycle,Diesel,Automatic,2000,Second,9,Old (9+ yrs),61693,142072,15785.8,Medium,1,2023-07-11,2025-02-03,232,Active,341,1,8,0.89,Poor,0,New,2,23.7,New,2,18.9,Weak,0,7.89,Medium,5,0,7791,17.15410283,45.0,49.9,Medium,51.9,1
MREC025489,VEH0149,Truck,Petrol,Automatic,2500,Third,4,Mid-Life (3-5 yrs),79860,117703,29425.8,High,1,2023-09-16,2024-08-29,165,Active,183,0,5,1.25,Good,2,Worn Out,0,94.6,Worn Out,0,95.7,Weak,0,11.77,Medium,1,3,17170,14.83728054,36.0,54.7,Medium,58.4,1
MREC025490,VEH0151,Van,Diesel,Manual,800,Third,7,Aging (6-8 yrs),56374,149381,21340.1,High,1,2023-12-10,2024-07-15,80,Active,138,0,5,0.71,Average,1,New,2,24.9,New,2,33.3,New,2,26.68,High,1,3,19060,13.04442506,86.0,35.9,Low,27.1,0
MREC025491,VEH0158,Van,Diesel,Automatic,2000,First,10,Old (9+ yrs),65555,81828,8182.8,Low,0,2024-02-06,2026-01-03,22,Active,675,0,5,0.5,Average,1,Worn Out,0,88.6,Worn Out,0,90.9,Weak,0,4.09,Low,3,3,22491,12.31692137,18.0,60.4,Medium,69.0,1
MREC025492,VEH0125,Truck,Diesel,Manual,1500,Third,2,New (0-2 yrs),67502,6960,3480.0,Low,0,2024-02-07,2025-07-03,21,Active,491,0,3,1.5,Good,2,Worn Out,0,76.0,Good,1,43.0,Good,1,2.32,Low,2,2,12480,15.41950914,52.0,30.0,Low,37.2,0
MREC025493,VEH0070,Motorcycle,Diesel,Automatic,2500,Third,8,Aging (6-8 yrs),76349,128232,16029.0,Medium,1,2024-01-21,2025-08-14,38,Active,533,0,9,1.12,Good,2,New,2,21.4,New,2,21.5,Good,1,6.41,Medium,5,1,10192,11.17571861,72.5,29.1,Low,28.5,1
