OBD_Code,Description,Category,Severity,Fault_Description,Work_Required
P216E,Fuel Injector Group F Supply Voltage Circuit Low,Ignition System / Misfire,Medium,Fuel Injector Group F Supply Voltage Circuit Low,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P216F,Fuel Injector Group F Supply Voltage Circuit High,Ignition System / Misfire,Medium,Fuel Injector Group F Supply Voltage Circuit High,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P2170,Exhaust Pressure Regulator Vent Solenoid Control Circuit Low,Fuel and Air Metering (Throttle/Pedal),Low,Exhaust Pressure Regulator Vent Solenoid Control Circuit Low,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2171,Exhaust Pressure Regulator Vent Solenoid Control Circuit High,Fuel and Air Metering (Throttle/Pedal),Low,Exhaust Pressure Regulator Vent Solenoid Control Circuit High,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2172,Throttle Actuator Control System - Sudden High Air Flow Detected,Fuel and Air Metering (Throttle/Pedal),Medium,Throttle Actuator Control System - Sudden High Air Flow Detected,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2173,Throttle Actuator Control System - High Air Flow Detected,Fuel and Air Metering (Throttle/Pedal),Medium,Throttle Actuator Control System - High Air Flow Detected,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2174,Throttle Actuator Control System - Sudden Low Air Flow Detected,Fuel and Air Metering (Throttle/Pedal),Medium,Throttle Actuator Control System - Sudden Low Air Flow Detected,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2175,Throttle Actuator Control System - Low Air Flow Detected,Fuel and Air Metering (Throttle/Pedal),Medium,Throttle Actuator Control System - Low Air Flow Detected,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2176,Throttle Actuator A Control System - Idle Position Not Learned,Fuel and Air Metering (Throttle/Pedal),Medium,Throttle Actuator A Control System - Idle Position Not Learned,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2177,System Too Lean Off Idle Bank 1,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Lean Off Idle Bank 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2178,System Too Rich Off Idle Bank 1,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Rich Off Idle Bank 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2179,System Too Lean Off Idle Bank 2,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Lean Off Idle Bank 2,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P217A,Fuel Injector Group G Supply Voltage Circuit/Open,Ignition System / Misfire,Medium,Fuel Injector Group G Supply Voltage Circuit/Open,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P217B,Fuel Injector Group G Supply Voltage Circuit Low,Ignition System / Misfire,Medium,Fuel Injector Group G Supply Voltage Circuit Low,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P217C,Fuel Injector Group G Supply Voltage Circuit High,Ignition System / Misfire,Medium,Fuel Injector Group G Supply Voltage Circuit High,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P217D,Fuel Injector Group H Supply Voltage Circuit/Open,Ignition System / Misfire,Medium,Fuel Injector Group H Supply Voltage Circuit/Open,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P217E,Fuel Injector Group H Supply Voltage Circuit Low,Ignition System / Misfire,Medium,Fuel Injector Group H Supply Voltage Circuit Low,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P217F,Fuel Injector Group H Supply Voltage Circuit High,Ignition System / Misfire,Medium,Fuel Injector Group H Supply Voltage Circuit High,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P2180,System Too Rich Off Idle Bank 2,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Rich Off Idle Bank 2,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2181,Cooling System Performance,Fuel and Air Metering (Throttle/Pedal),Medium,Cooling System Performance,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2182,Engine Coolant Temperature Sensor 2 Circuit,Fuel and Air Metering (Throttle/Pedal),Medium,Engine Coolant Temperature Sensor 2 Circuit,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2183,Engine Coolant Temperature Sensor 2 Circuit Range/Performance,Fuel and Air Metering (Throttle/Pedal),Medium,Engine Coolant Temperature Sensor 2 Circuit Range/Performance,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2184,Engine Coolant Temperature Sensor 2 Circuit Low,Fuel and Air Metering (Throttle/Pedal),Medium,Engine Coolant Temperature Sensor 2 Circuit Low,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2185,Engine Coolant Temperature Sensor 2 Circuit High,Fuel and Air Metering (Throttle/Pedal),Medium,Engine Coolant Temperature Sensor 2 Circuit High,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2186,Engine Coolant Temperature Sensor 2 Circuit Intermittent/Erratic,Fuel and Air Metering (Throttle/Pedal),Medium,Engine Coolant Temperature Sensor 2 Circuit Intermittent/Erratic,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2187,System Too Lean at Idle Bank 1,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Lean at Idle Bank 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2188,System Too Rich at Idle Bank 1,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Rich at Idle Bank 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2189,System Too Lean at Idle Bank 2,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Lean at Idle Bank 2,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P218A,Throttle Actuator B Control System - Idle Position Not Learned,Ignition System / Misfire,Medium,Throttle Actuator B Control System - Idle Position Not Learned,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P218B,Throttle/Fuel Inhibit B Circuit,Ignition System / Misfire,Medium,Throttle/Fuel Inhibit B Circuit,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P218C,Throttle/Fuel Inhibit B Circuit Range/Performance,Ignition System / Misfire,Medium,Throttle/Fuel Inhibit B Circuit Range/Performance,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P218D,Throttle/Fuel Inhibit B Circuit Low,Ignition System / Misfire,Medium,Throttle/Fuel Inhibit B Circuit Low,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P218E,Throttle/Fuel Inhibit B Circuit High,Ignition System / Misfire,Medium,Throttle/Fuel Inhibit B Circuit High,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P218F,Reductant No Flow Detected,Ignition System / Misfire,Medium,Reductant No Flow Detected,"Inspect spark plugs, ignition coils, and crank/cam position sensors; isolate the affected cylinder and repair the ignition or mechanical fault causing the misfire."
P2190,System Too Rich at Idle Bank 2,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Rich at Idle Bank 2,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2191,System Too Lean at Higher Load Bank 1,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Lean at Higher Load Bank 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2192,System Too Rich at Higher Load Bank 1,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Rich at Higher Load Bank 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2193,System Too Lean at Higher Load Bank 2,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Lean at Higher Load Bank 2,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2194,System Too Rich at Higher Load Bank 2,Fuel and Air Metering (Throttle/Pedal),Medium,System Too Rich at Higher Load Bank 2,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2195,O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 1,Fuel and Air Metering (Throttle/Pedal),Medium,O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2196,O2 Sensor Signal Biased/Stuck Rich Bank 1 Sensor 1,Fuel and Air Metering (Throttle/Pedal),Medium,O2 Sensor Signal Biased/Stuck Rich Bank 1 Sensor 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2197,O2 Sensor Signal Biased/Stuck Lean Bank 2 Sensor 1,Fuel and Air Metering (Throttle/Pedal),Medium,O2 Sensor Signal Biased/Stuck Lean Bank 2 Sensor 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2198,O2 Sensor Signal Biased/Stuck Rich Bank 2 Sensor 1,Fuel and Air Metering (Throttle/Pedal),Medium,O2 Sensor Signal Biased/Stuck Rich Bank 2 Sensor 1,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P2199,Intake Air Temperature Sensor 1/2 Correlation,Fuel and Air Metering (Throttle/Pedal),Medium,Intake Air Temperature Sensor 1/2 Correlation,"Inspect throttle body, pedal position sensor, and related wiring; clean carbon deposits and recalibrate or replace the sensor if faulty."
P219A,Bank 1 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Bank 1 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P219B,Bank 2 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Bank 2 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P219C,Cylinder 1 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 1 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P219D,Cylinder 2 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 2 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P219E,Cylinder 3 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 3 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P219F,Cylinder 4 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 4 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A0,Cylinder 5 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 5 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A1,Cylinder 6 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 6 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A2,Cylinder 7 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 7 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A3,Cylinder 8 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 8 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A4,Cylinder 9 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 9 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A5,Cylinder 10 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 10 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A6,Cylinder 11 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 11 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A7,Cylinder 12 Air-Fuel Ratio Imbalance,Auxiliary Emission Controls,Medium,Cylinder 12 Air-Fuel Ratio Imbalance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A8,Reductant Level Sensor B Circuit,Auxiliary Emission Controls,Medium,Reductant Level Sensor B Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21A9,Reductant Level Sensor B Circuit Range/Performance,Auxiliary Emission Controls,Medium,Reductant Level Sensor B Circuit Range/Performance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21AA,Reductant Level Sensor B Circuit Low,Auxiliary Emission Controls,Medium,Reductant Level Sensor B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21AB,Reductant Level Sensor B Circuit High,Auxiliary Emission Controls,Medium,Reductant Level Sensor B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21AC,Reductant Level Sensor B Circuit Intermittent/Erratic,Auxiliary Emission Controls,Medium,Reductant Level Sensor B Circuit Intermittent/Erratic,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21AD,Reductant Level Sensor C Circuit,Auxiliary Emission Controls,Medium,Reductant Level Sensor C Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21AE,Reductant Level Sensor C Circuit Range/Performance,Auxiliary Emission Controls,Medium,Reductant Level Sensor C Circuit Range/Performance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21AF,Reductant Level Sensor C Circuit Low,Auxiliary Emission Controls,Medium,Reductant Level Sensor C Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B0,Reductant Level Sensor C Circuit High,Auxiliary Emission Controls,Medium,Reductant Level Sensor C Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B1,Reductant Level Sensor C Circuit Intermittent/Erratic,Auxiliary Emission Controls,Medium,Reductant Level Sensor C Circuit Intermittent/Erratic,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B2,Excessive Time To Enter Closed Loop NOx Adsorber Control,Auxiliary Emission Controls,Medium,Excessive Time To Enter Closed Loop NOx Adsorber Control,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B3,Closed Loop NOx Adsorber Control At Limit - Too High,Auxiliary Emission Controls,Medium,Closed Loop NOx Adsorber Control At Limit - Too High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B4,NOx Adsorber - Over Temperature Bank 1,Auxiliary Emission Controls,High,NOx Adsorber - Over Temperature Bank 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B5,NOx Adsorber - Over Temperature Bank 2,Auxiliary Emission Controls,High,NOx Adsorber - Over Temperature Bank 2,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B6,Cold Start Cylinder 1 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 1 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B7,Cold Start Cylinder 2 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 2 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B8,Cold Start Cylinder 3 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 3 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21B9,Cold Start Cylinder 4 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 4 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21BA,Cold Start Cylinder 5 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 5 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21BB,Cold Start Cylinder 6 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 6 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21BC,Cold Start Cylinder 7 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 7 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21BD,Cold Start Cylinder 8 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 8 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21BE,Cold Start Cylinder 9 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 9 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21BF,Cold Start Cylinder 10 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 10 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C0,Cold Start Cylinder 11 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 11 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C1,Cold Start Cylinder 12 Injection Timing,Auxiliary Emission Controls,Medium,Cold Start Cylinder 12 Injection Timing,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C2,Reductant Heater Relay Control Circuit/Open,Auxiliary Emission Controls,Medium,Reductant Heater Relay Control Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C3,Reductant Heater Relay Control Circuit Low,Auxiliary Emission Controls,Medium,Reductant Heater Relay Control Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C4,Reductant Heater Relay Control Circuit High,Auxiliary Emission Controls,Medium,Reductant Heater Relay Control Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C5,Reductant Level Sensor A Stuck,Auxiliary Emission Controls,Medium,Reductant Level Sensor A Stuck,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C6,Reductant Level Sensor B Stuck,Auxiliary Emission Controls,Medium,Reductant Level Sensor B Stuck,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C7,Reductant Control Module Power Relay/Relays Control Circuit/Open,Auxiliary Emission Controls,Medium,Reductant Control Module Power Relay/Relays Control Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C8,Reductant Control Module Power Relay/Relays Control Circuit Low,Auxiliary Emission Controls,Medium,Reductant Control Module Power Relay/Relays Control Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21C9,Reductant Control Module Power Relay/Relays Control Circuit High,Auxiliary Emission Controls,Medium,Reductant Control Module Power Relay/Relays Control Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21CA,Reductant Control Module Supply Voltage Circuit,Auxiliary Emission Controls,Medium,Reductant Control Module Supply Voltage Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21CB,Reductant Control Module Supply Voltage Low,Auxiliary Emission Controls,High,Reductant Control Module Supply Voltage Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21CC,Reductant Control Module Supply Voltage High,Auxiliary Emission Controls,High,Reductant Control Module Supply Voltage High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21CD,Reductant Quality Module Supply Voltage Low,Auxiliary Emission Controls,High,Reductant Quality Module Supply Voltage Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21CE,Reductant Quality Module Performance,Auxiliary Emission Controls,Medium,Reductant Quality Module Performance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21CF,Cylinder 1 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 1 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D0,Cylinder 2 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 2 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D1,Cylinder 3 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 3 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D2,Cylinder 4 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 4 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D3,Cylinder 5 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 5 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D4,Cylinder 6 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 6 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D5,Cylinder 7 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 7 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D6,Cylinder 8 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 8 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D7,Cylinder 9 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 9 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D8,Cylinder 10 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 10 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21D9,Cylinder 11 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 11 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21DA,Cylinder 12 Injector B Circuit/Open,Auxiliary Emission Controls,Medium,Cylinder 12 Injector B Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21DB,Cylinder 1 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 1 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21DC,Cylinder 1 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 1 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21DD,Reductant Heater A Current Too Low,Auxiliary Emission Controls,Medium,Reductant Heater A Current Too Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21DE,Cylinder 2 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 2 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21DF,Cylinder 2 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 2 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E0,Cylinder 3 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 3 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E1,Cylinder 3 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 3 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E2,Cylinder 4 Injector B Circuit Low,Auxiliary Emission Controls,Medium,Cylinder 4 Injector B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
P21E3,Cylinder 4 Injector B Circuit High,Auxiliary Emission Controls,Medium,Cylinder 4 Injector B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component."
