OBD_Code,Description,Category,Severity,Fault_Description,Work_Required,Severity_Level,Primary_System
P0EB1,A/C Compressor Motor Phase U Current Sensor Circuit,Fuel and Air Metering,Medium,A/C Compressor Motor Phase U Current Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EB2,A/C Compressor Motor Phase U Current Sensor Circuit High,Fuel and Air Metering,Medium,A/C Compressor Motor Phase U Current Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EB3,A/C Compressor Motor Phase U Current Sensor Circuit Low,Fuel and Air Metering,Medium,A/C Compressor Motor Phase U Current Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EB4,A/C Compressor Motor Phase U Current Sensor Range/Performance,Fuel and Air Metering,Medium,A/C Compressor Motor Phase U Current Sensor Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EB5,A/C Compressor Motor Phase V Current Sensor Circuit High,Fuel and Air Metering,Medium,A/C Compressor Motor Phase V Current Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EB6,A/C Compressor Motor Phase V Current Sensor Circuit Low,Fuel and Air Metering,Medium,A/C Compressor Motor Phase V Current Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EB7,A/C Compressor Motor Phase V Current Sensor Range/Performance,Fuel and Air Metering,Medium,A/C Compressor Motor Phase V Current Sensor Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EB8,A/C Compressor Motor Phase W Current Sensor Circuit High,Fuel and Air Metering,Medium,A/C Compressor Motor Phase W Current Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EB9,A/C Compressor Motor Phase W Current Sensor Circuit Low,Fuel and Air Metering,Medium,A/C Compressor Motor Phase W Current Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EBA,A/C Compressor Motor Phase W Current Sensor Range/Performace,Fuel and Air Metering,Medium,A/C Compressor Motor Phase W Current Sensor Range/Performace,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EBB,A/C Compressor Motor Phase V Current Sensor Circuit,Fuel and Air Metering,Medium,A/C Compressor Motor Phase V Current Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EBC,A/C Refrigerant Temperature Sensor A Circuit,Fuel and Air Metering,Medium,A/C Refrigerant Temperature Sensor A Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EBD,A/C Refrigerant Temperature Sensor A Circuit High,Fuel and Air Metering,Medium,A/C Refrigerant Temperature Sensor A Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EBE,A/C Refrigerant Temperature Sensor A Circuit Low,Fuel and Air Metering,Medium,A/C Refrigerant Temperature Sensor A Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EBF,A/C Refrigerant Temperature Sensor A Range/Performance,Fuel and Air Metering,Medium,A/C Refrigerant Temperature Sensor A Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC0,A/C Compressor Motor Phase W Current Sensor Circuit,Fuel and Air Metering,Medium,A/C Compressor Motor Phase W Current Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC1,A/C Refrigerant Temperature Sensor B Circuit,Fuel and Air Metering,Medium,A/C Refrigerant Temperature Sensor B Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC2,A/C Refrigerant Temperature Sensor B Circuit High,Fuel and Air Metering,Medium,A/C Refrigerant Temperature Sensor B Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC3,A/C Refrigerant Temperature Sensor B Circuit Low,Fuel and Air Metering,Medium,A/C Refrigerant Temperature Sensor B Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC4,A/C Refrigerant Temperature Sensor B Range/Performance,Fuel and Air Metering,Medium,A/C Refrigerant Temperature Sensor B Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC5,A/C Compressor Motor Speed Sensor Range/Performance,Fuel and Air Metering,Medium,A/C Compressor Motor Speed Sensor Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC6,A/C Power Supply Relay Control Circuit/Open,Fuel and Air Metering,Medium,A/C Power Supply Relay Control Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC7,A/C Power Supply Relay Control Circuit Low,Fuel and Air Metering,Medium,A/C Power Supply Relay Control Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC8,A/C Power Supply Relay Control Circuit High,Fuel and Air Metering,Medium,A/C Power Supply Relay Control Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EC9,A/C Refrigerant Distribution Valve A Stuck/Open,Fuel and Air Metering,Medium,A/C Refrigerant Distribution Valve A Stuck/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ECA,Hybrid/EV Battery Temperature Sensor System - Multiple Sensor Correlation,Fuel and Air Metering,Medium,Hybrid/EV Battery Temperature Sensor System - Multiple Sensor Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ECB,Hybrid/EV Battery Voltage Sensor System - Multiple Sensor Correlation,Fuel and Air Metering,Medium,Hybrid/EV Battery Voltage Sensor System - Multiple Sensor Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ECC,Hybrid/EV Battery E Voltage,Fuel and Air Metering,Medium,Hybrid/EV Battery E Voltage,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ECD,Hybrid/EV Battery E Voltage Unstable,Fuel and Air Metering,Medium,Hybrid/EV Battery E Voltage Unstable,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ECE,Hybrid/EV Battery E Voltage Low,Fuel and Air Metering,High,Hybrid/EV Battery E Voltage Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P0ECF,Hybrid/EV Battery E Voltage High,Fuel and Air Metering,High,Hybrid/EV Battery E Voltage High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P0ED0,Hybrid/EV Battery F Voltage,Fuel and Air Metering,Medium,Hybrid/EV Battery F Voltage,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ED1,Hybrid/EV Battery F Voltage Unstable,Fuel and Air Metering,Medium,Hybrid/EV Battery F Voltage Unstable,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ED2,Hybrid/EV Battery F Voltage Low,Fuel and Air Metering,High,Hybrid/EV Battery F Voltage Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P0ED3,Hybrid/EV Battery F Voltage High,Fuel and Air Metering,High,Hybrid/EV Battery F Voltage High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P0ED4,Generator Phase X Current,Fuel and Air Metering,Medium,Generator Phase X Current,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ED5,Generator Phase X Current Low,Fuel and Air Metering,Medium,Generator Phase X Current Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ED6,Generator Phase X Current High,Fuel and Air Metering,Medium,Generator Phase X Current High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ED7,Generator Phase Y Current,Fuel and Air Metering,Medium,Generator Phase Y Current,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ED8,Generator Phase Y Current Low,Fuel and Air Metering,Medium,Generator Phase Y Current Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0ED9,Generator Phase Y Current High,Fuel and Air Metering,Medium,Generator Phase Y Current High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EDA,Generator Phase Z Current,Fuel and Air Metering,Medium,Generator Phase Z Current,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EDB,Generator Phase Z Current Low,Fuel and Air Metering,Medium,Generator Phase Z Current Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EDC,Generator Phase Z Current High,Fuel and Air Metering,Medium,Generator Phase Z Current High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EDD,Hybrid/EV Battery Pack B Deterioration,Fuel and Air Metering,Medium,Hybrid/EV Battery Pack B Deterioration,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EDE,Hybrid/EV Battery Pack C Deterioration,Fuel and Air Metering,Medium,Hybrid/EV Battery Pack C Deterioration,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EDF,Hybrid/EV Battery Pack D Deterioration,Fuel and Air Metering,Medium,Hybrid/EV Battery Pack D Deterioration,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE0,Hybrid/EV Battery Pack E Deterioration,Fuel and Air Metering,Medium,Hybrid/EV Battery Pack E Deterioration,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE1,Hybrid/EV Battery Pack F Deterioration,Fuel and Air Metering,Medium,Hybrid/EV Battery Pack F Deterioration,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE2,A/C Refrigerant Distribution Valve B Stuck/Open,Fuel and Air Metering,Medium,A/C Refrigerant Distribution Valve B Stuck/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE3,A/C Refrigerant Distribution Valve B Control Circuit/Open,Fuel and Air Metering,Medium,A/C Refrigerant Distribution Valve B Control Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE4,A/C Refrigerant Distribution Valve B Control Circuit Low,Fuel and Air Metering,Medium,A/C Refrigerant Distribution Valve B Control Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE5,A/C Refrigerant Distribution Valve B Control Circuit High,Fuel and Air Metering,Medium,A/C Refrigerant Distribution Valve B Control Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE6,A/C Refrigerant Distribution Valve B Control Circuit Driver Current/Temperature Too High,Fuel and Air Metering,Medium,A/C Refrigerant Distribution Valve B Control Circuit Driver Current/Temperature Too High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE7,Battery Charger Coupler Temperature Sensor B Circuit,Fuel and Air Metering,Medium,Battery Charger Coupler Temperature Sensor B Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE8,Battery Charger Coupler Temperature Sensor B Circuit Range/Performance,Fuel and Air Metering,Medium,Battery Charger Coupler Temperature Sensor B Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EE9,Battery Charger Coupler Temperature Sensor B Circuit Low,Fuel and Air Metering,Medium,Battery Charger Coupler Temperature Sensor B Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EEA,Battery Charger Coupler Temperature Sensor B Circuit High,Fuel and Air Metering,Medium,Battery Charger Coupler Temperature Sensor B Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EEB,Battery Charger Coupler Temperature Sensor B Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,Battery Charger Coupler Temperature Sensor B Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EEC,Battery Energy Control Module B Performance,Fuel and Air Metering,Medium,Battery Energy Control Module B Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EED,Hybrid/EV Battery System Discharge Circuit Performance,Fuel and Air Metering,Medium,Hybrid/EV Battery System Discharge Circuit Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EEE,Battery Charger Coupler Temperature B Too High,Fuel and Air Metering,Medium,Battery Charger Coupler Temperature B Too High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EEF,Drive Motor A Control Module Overtemperature,Fuel and Air Metering,Medium,Drive Motor A Control Module Overtemperature,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF0,Battery Charger Coupler Unlock Disabled - High Voltage Present,Fuel and Air Metering,Medium,Battery Charger Coupler Unlock Disabled - High Voltage Present,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF1,Drive Motor C Temperature Sensor Circuit,Fuel and Air Metering,Medium,Drive Motor C Temperature Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF2,Drive Motor C Temperature Sensor Range/Performance,Fuel and Air Metering,Medium,Drive Motor C Temperature Sensor Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF3,Drive Motor C Temperature Sensor Circuit Low,Fuel and Air Metering,Medium,Drive Motor C Temperature Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF4,Drive Motor C Temperature Sensor Circuit High,Fuel and Air Metering,Medium,Drive Motor C Temperature Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF5,Drive Motor C Temperature Sensor Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,Drive Motor C Temperature Sensor Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF6,Drive Motor C Temperature Sensor Over Temperature,Fuel and Air Metering,High,Drive Motor C Temperature Sensor Over Temperature,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P0EF7,Battery Charger A Input Voltage Sensor B Circuit,Fuel and Air Metering,Medium,Battery Charger A Input Voltage Sensor B Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF8,Battery Charger A Input Voltage Sensor B Circuit Range/Performance,Fuel and Air Metering,Medium,Battery Charger A Input Voltage Sensor B Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EF9,Battery Charger A Input Voltage Sensor B Circuit Low,Fuel and Air Metering,Medium,Battery Charger A Input Voltage Sensor B Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EFA,Battery Charger A Input Voltage Sensor B Circuit High,Fuel and Air Metering,Medium,Battery Charger A Input Voltage Sensor B Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EFB,Battery Charger A Input Voltage Sensor C Circuit,Fuel and Air Metering,Medium,Battery Charger A Input Voltage Sensor C Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EFC,Battery Charger A Input Voltage Sensor C Circuit Range/Performance,Fuel and Air Metering,Medium,Battery Charger A Input Voltage Sensor C Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EFD,Battery Charger A Input Voltage Sensor C Circuit Low,Fuel and Air Metering,Medium,Battery Charger A Input Voltage Sensor C Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0EFE,Battery Charger A Input Voltage Sensor C Circuit High,Fuel and Air Metering,Medium,Battery Charger A Input Voltage Sensor C Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P1000,Manufacturer Controlled DTC,Manufacturer-Specific,Medium,Manufacturer Controlled DTC,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1101,MAF Sensor Out Of Self Test Range./KOER Not Able To Complete KOER Aborted,Manufacturer-Specific,Medium,MAF Sensor Out Of Self Test Range./KOER Not Able To Complete KOER Aborted,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1130,Lack Of HO2S Switch - Adaptive Fuel At Limit,Manufacturer-Specific,Medium,Lack Of HO2S Switch - Adaptive Fuel At Limit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1131,Lack Of HO2S Switch - Sensor Indicates Lean,Manufacturer-Specific,Medium,Lack Of HO2S Switch - Sensor Indicates Lean,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1133,HO2S Insufficient Switching Sensor 1,Manufacturer-Specific,Medium,HO2S Insufficient Switching Sensor 1,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1135,Pedal Position Sensor A Circuit Intermittent,Manufacturer-Specific,Medium,Pedal Position Sensor A Circuit Intermittent,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1148,Closed Loop Control Function Bank 1,Manufacturer-Specific,Medium,Closed Loop Control Function Bank 1,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1151,Lack Of HO2S21 Switch - Sensor Indicates Lean,Manufacturer-Specific,Medium,Lack Of HO2S21 Switch - Sensor Indicates Lean,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1153,Bank 2 Fuel Control Shifted Lean,Manufacturer-Specific,Medium,Bank 2 Fuel Control Shifted Lean,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1174,Cam Sensor Fault,Manufacturer-Specific,Medium,Cam Sensor Fault,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1258,Pedal Correlation PDS1 and PDS2,Manufacturer-Specific,Medium,Pedal Correlation PDS1 and PDS2,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1259,Immobilizer to PCM Signal Error,Manufacturer-Specific,Medium,Immobilizer to PCM Signal Error,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1298,IDM Failure,Manufacturer-Specific,Medium,IDM Failure,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1299,Cylinder Head Overtemperature Protection Active,Manufacturer-Specific,Medium,Cylinder Head Overtemperature Protection Active,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1345,SGC (Cam Position) Sensor Circuit Malfunction/ Crankshaft Position - Camshaft Position Correlation,Manufacturer-Specific,Medium,SGC (Cam Position) Sensor Circuit Malfunction/ Crankshaft Position - Camshaft Position Correlation,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1391,Glow Plug Circuit Low Input (Bank #1),Manufacturer-Specific,Medium,Glow Plug Circuit Low Input (Bank #1),Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1399,"Glow Plug Circuit High Side, High Input",Manufacturer-Specific,Medium,"Glow Plug Circuit High Side, High Input",Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1401,DPFE Circuit High Input,Manufacturer-Specific,Medium,DPFE Circuit High Input,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1404,IAT - B Circuit Malfunction/ Exhaust Gas Recirculation Closed Position Performance,Manufacturer-Specific,Medium,IAT - B Circuit Malfunction/ Exhaust Gas Recirculation Closed Position Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1440,Purge Valve Stuck Open,Manufacturer-Specific,High,Purge Valve Stuck Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,3,Manufacturer-Specific
P1443,Evaporative Emission Control System Control Valve,Manufacturer-Specific,Low,Evaporative Emission Control System Control Valve,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,1,Manufacturer-Specific
P1450,Unable To Bleed Up Fuel Tank Vacuum,Manufacturer-Specific,Medium,Unable To Bleed Up Fuel Tank Vacuum,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1456,Fuel Tank Temperature Sensor Circuit Malfunction,Manufacturer-Specific,Medium,Fuel Tank Temperature Sensor Circuit Malfunction,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1457,Unable To Pull Vacuum In Tank,Manufacturer-Specific,Medium,Unable To Pull Vacuum In Tank,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
P1491,Secondary Switch Solenoid Circuit Malfunction,Manufacturer-Specific,Medium,Secondary Switch Solenoid Circuit Malfunction,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.,2,Manufacturer-Specific
